EMPLOYEES.eid  CERTIFIED.eid  CERTIFIED.aid  
1	1	142400	
3	3	122122	
4	4	124596	
8	8	26291	
9	9	188357	
10	10	124959	
13	13	82474	
16	16	119411	
17	17	57866	
18	18	81220	
22	22	115813	
23	23	171431	
25	25	149213	
26	26	82866	
27	27	79608	
29	29	15686	
30	30	14712	
31	31	162938	
34	34	19148	
36	36	59708	
39	39	114209	
40	40	77884	
41	41	46452	
44	44	187714	
45	45	139817	
46	46	30903	
47	47	129063	
48	48	79156	
49	49	63835	
50	50	183485	
51	51	150100	
52	52	118026	
54	54	154885	
55	55	163485	
57	57	195502	
59	59	40151	
60	60	151762	
61	61	45681	
63	63	22452	
64	64	11195	
65	65	68410	
68	68	43959	
71	71	187139	
72	72	99086	
73	73	103607	
74	74	109954	
75	75	165674	
78	78	129385	
81	81	104534	
82	82	87214	
86	86	139837	
87	87	4463	
88	88	36849	
90	90	129109	
91	91	27650	
92	92	38788	
94	94	114083	
97	97	180101	
98	98	4527	
103	103	105588	
104	104	16503	
105	105	171511	
106	106	138761	
107	107	187314	
109	109	176781	
110	110	169330	
111	111	49076	
116	116	109123	
120	120	55385	
121	121	57468	
122	122	79021	
123	123	182604	
124	124	109505	
125	125	89516	
126	126	89445	
130	130	65666	
131	131	35667	
134	134	74810	
138	138	134272	
139	139	16678	
142	142	25868	
143	143	169745	
146	146	164831	
147	147	11001	
150	150	184415	
151	151	139523	
152	152	191236	
154	154	13805	
157	157	194211	
159	159	192086	
161	161	18122	
162	162	65216	
165	165	101604	
166	166	115283	
167	167	111745	
168	168	85715	
169	169	42853	
170	170	97289	
171	171	49768	
172	172	77570	
174	174	86508	
176	176	189846	
180	180	39518	
186	186	90700	
187	187	159662	
191	191	133243	
195	195	190793	
201	201	58548	
202	202	179253	
204	204	75058	
210	210	69618	
211	211	118159	
212	212	167209	
213	213	41590	
215	215	151439	
217	217	90866	
219	219	163792	
221	221	137839	
223	223	70448	
225	225	163630	
229	229	20004	
230	230	146558	
232	232	24492	
233	233	100782	
235	235	128719	
236	236	132182	
237	237	122464	
244	244	80911	
245	245	122936	
246	246	23597	
247	247	20335	
251	251	143342	
253	253	82521	
255	255	4029	
256	256	84968	
257	257	166095	
262	262	147808	
266	266	162976	
267	267	64856	
268	268	113322	
270	270	184179	
273	273	165093	
274	274	13345	
275	275	110486	
277	277	184100	
279	279	137301	
286	286	107619	
287	287	195505	
288	288	197517	
289	289	117527	
290	290	81040	
293	293	37665	
295	295	130279	
297	297	106663	
298	298	46353	
299	299	116544	
302	302	166098	
303	303	92794	
304	304	6885	
308	308	100519	
309	309	138178	
310	310	78842	
313	313	82566	
317	317	47463	
319	319	117864	
321	321	50533	
322	322	42621	
326	326	110404	
328	328	176015	
329	329	4479	
331	331	101261	
335	335	99179	
336	336	194478	
338	338	193061	
340	340	41752	
341	341	33363	
343	343	141542	
346	346	76264	
347	347	182097	
348	348	166881	
352	352	131590	
354	354	85315	
356	356	16336	
357	357	64432	
358	358	179528	
360	360	79845	
365	365	99764	
369	369	103878	
370	370	47770	
371	371	146708	
372	372	155083	
373	373	102656	
374	374	82472	
376	376	128865	
378	378	101245	
379	379	123731	
380	380	36567	
382	382	170709	
384	384	2084	
387	387	180460	
388	388	87249	
389	389	109338	
391	391	63510	
392	392	122640	
393	393	149869	
399	399	123326	
400	400	157389	
404	404	156823	
405	405	98404	
406	406	1662	
407	407	126591	
410	410	143770	
414	414	143111	
415	415	63593	
416	416	186309	
418	418	42833	
419	419	152674	
421	421	164291	
423	423	171739	
425	425	100392	
430	430	158421	
435	435	159584	
436	436	1395	
439	439	73609	
446	446	110957	
448	448	25765	
449	449	107038	
450	450	157150	
453	453	141101	
454	454	166666	
455	455	19932	
456	456	22963	
460	460	182423	
462	462	191488	
464	464	77631	
466	466	21958	
468	468	124768	
469	469	98770	
471	471	7868	
473	473	60259	
474	474	71408	
476	476	87143	
477	477	166515	
478	478	20947	
482	482	170614	
483	483	71168	
484	484	173831	
485	485	55109	
487	487	88975	
489	489	175313	
491	491	26792	
493	493	100633	
495	495	127008	
497	497	39168	
499	499	166197	
501	501	100999	
504	504	187216	
507	507	3423	
509	509	93101	
511	511	15428	
514	514	70000	
515	515	108144	
516	516	8689	
518	518	75313	
519	519	129635	
520	520	19776	
525	525	98757	
527	527	24337	
529	529	139193	
530	530	174724	
532	532	169832	
533	533	191531	
535	535	113934	
537	537	40069	
538	538	87705	
539	539	16636	
541	541	51157	
543	543	96074	
548	548	171825	
549	549	42641	
550	550	136968	
552	552	71110	
553	553	88962	
556	556	102008	
557	557	55501	
558	558	171782	
561	561	94919	
562	562	175814	
564	564	58500	
566	566	159730	
568	568	117406	
570	570	80286	
572	572	100703	
573	573	192292	
574	574	181474	
576	576	4521	
578	578	194231	
579	579	104849	
580	580	40670	
582	582	98609	
585	585	170825	
586	586	185688	
587	587	75525	
589	589	2042	
591	591	30303	
593	593	185062	
594	594	74647	
595	595	34407	
597	597	27594	
598	598	83809	
601	601	49009	
605	605	21165	
609	609	121315	
610	610	184875	
611	611	103724	
614	614	60399	
615	615	106700	
616	616	11243	
619	619	107381	
622	622	168954	
623	623	176035	
625	625	33894	
627	627	99985	
629	629	122358	
631	631	78230	
632	632	166211	
634	634	22709	
636	636	124065	
638	638	43834	
641	641	29960	
643	643	132226	
646	646	197246	
647	647	145739	
649	649	98595	
650	650	125266	
651	651	171129	
652	652	30652	
653	653	81107	
661	661	31126	
662	662	126549	
664	664	51805	
666	666	86130	
667	667	85676	
668	668	17634	
669	669	39674	
670	670	31379	
672	672	61907	
674	674	132656	
675	675	40738	
676	676	63295	
678	678	21538	
679	679	95310	
680	680	102753	
681	681	141803	
684	684	98072	
685	685	198969	
686	686	79790	
687	687	91683	
688	688	31263	
691	691	123005	
693	693	103849	
696	696	65704	
697	697	172882	
698	698	26937	
699	699	189820	
700	700	136320	
703	703	27658	
708	708	105180	
709	709	8617	
710	710	151293	
713	713	164993	
715	715	108185	
717	717	153724	
721	721	28158	
724	724	108783	
725	725	37586	
726	726	138053	
730	730	117734	
735	735	17711	
736	736	75377	
737	737	11631	
739	739	171578	
740	740	149368	
742	742	152015	
744	744	47759	
747	747	102475	
750	750	19845	
751	751	48315	
754	754	176661	
755	755	53383	
757	757	18176	
758	758	62620	
759	759	79554	
763	763	62	
766	766	181049	
767	767	140575	
768	768	135367	
773	773	188712	
775	775	81458	
778	778	26359	
781	781	59289	
782	782	140599	
783	783	114888	
784	784	98229	
785	785	146259	
786	786	35680	
787	787	121326	
789	789	93964	
790	790	10538	
791	791	60016	
797	797	183838	
800	800	76691	
801	801	199509	
803	803	69063	
806	806	7717	
810	810	106943	
811	811	145827	
812	812	120664	
813	813	129494	
816	816	122541	
817	817	122085	
818	818	60238	
820	820	87171	
822	822	195493	
823	823	103480	
824	824	142954	
825	825	79147	
826	826	133617	
831	831	158967	
833	833	162317	
834	834	72661	
836	836	5813	
837	837	104994	
839	839	141871	
840	840	170139	
843	843	182545	
845	845	46524	
850	850	70992	
851	851	79630	
856	856	122947	
858	858	163602	
861	861	97229	
862	862	49612	
863	863	53490	
867	867	112204	
868	868	49239	
870	870	16335	
872	872	84343	
873	873	7345	
878	878	13380	
880	880	176285	
881	881	57041	
882	882	110407	
885	885	8712	
886	886	94866	
888	888	164354	
889	889	49351	
891	891	156947	
892	892	146615	
893	893	84187	
894	894	137950	
897	897	64113	
898	898	46568	
899	899	131619	
900	900	78902	
901	901	150638	
904	904	127630	
905	905	54923	
906	906	136223	
908	908	15687	
910	910	44095	
912	912	58581	
916	916	69454	
917	917	87897	
918	918	62037	
919	919	107608	
923	923	614	
925	925	39244	
927	927	189635	
928	928	163492	
929	929	178355	
930	930	9017	
931	931	167750	
933	933	105722	
934	934	178249	
935	935	186709	
936	936	38435	
937	937	101803	
938	938	199481	
941	941	40873	
943	943	78026	
944	944	193262	
947	947	128221	
948	948	197667	
949	949	11480	
951	951	145851	
952	952	16831	
953	953	168131	
957	957	158229	
958	958	120509	
959	959	39432	
961	961	93358	
962	962	145968	
963	963	98764	
965	965	11785	
967	967	113744	
968	968	166246	
972	972	51788	
973	973	91921	
978	978	165602	
980	980	141862	
982	982	71556	
986	986	149036	
989	989	154191	
990	990	45844	
992	992	187804	
995	995	81	
996	996	54644	
997	997	190416	
1003	1003	10007	
1006	1006	118528	
1007	1007	59911	
1009	1009	177034	
1010	1010	15753	
1014	1014	84854	
1017	1017	72242	
1019	1019	155645	
1022	1022	126086	
1024	1024	97830	
1025	1025	45535	
1026	1026	162600	
1029	1029	152103	
1032	1032	15630	
1033	1033	84664	
1037	1037	107531	
1039	1039	145027	
1042	1042	20826	
1046	1046	71237	
1047	1047	176557	
1053	1053	125568	
1054	1054	12785	
1055	1055	120100	
1056	1056	135328	
1057	1057	81516	
1060	1060	35175	
1061	1061	173009	
1063	1063	47200	
1065	1065	112663	
1067	1067	30921	
1068	1068	77618	
1071	1071	143086	
1072	1072	3290	
1073	1073	193468	
1075	1075	2841	
1076	1076	94497	
1079	1079	165363	
1081	1081	65988	
1086	1086	123705	
1088	1088	41863	
1089	1089	43987	
1092	1092	149166	
1095	1095	34656	
1096	1096	64254	
1097	1097	116889	
1098	1098	189905	
1099	1099	187844	
1101	1101	41508	
1102	1102	106552	
1104	1104	66957	
1105	1105	193245	
1106	1106	142975	
1107	1107	186789	
1108	1108	5076	
1111	1111	102501	
1113	1113	107680	
1114	1114	114059	
1115	1115	3265	
1116	1116	108568	
1118	1118	3915	
1124	1124	43966	
1125	1125	181563	
1126	1126	134451	
1128	1128	158536	
1130	1130	80603	
1131	1131	157807	
1132	1132	83409	
1135	1135	115945	
1136	1136	91069	
1137	1137	199373	
1139	1139	158462	
1141	1141	104560	
1142	1142	173965	
1144	1144	164408	
1145	1145	196980	
1146	1146	111329	
1147	1147	55359	
1148	1148	193798	
1150	1150	80652	
1151	1151	125152	
1152	1152	47133	
1153	1153	180614	
1155	1155	106573	
1157	1157	150274	
1160	1160	80110	
1161	1161	181951	
1162	1162	59699	
1163	1163	121	
1167	1167	146109	
1169	1169	35811	
1170	1170	177591	
1171	1171	156892	
1172	1172	145284	
1174	1174	87373	
1176	1176	65707	
1177	1177	39689	
1178	1178	64507	
1180	1180	188025	
1185	1185	23989	
1186	1186	93815	
1188	1188	7814	
1190	1190	12001	
1191	1191	6147	
1192	1192	24317	
1193	1193	39297	
1194	1194	37531	
1198	1198	6159	
1204	1204	85158	
1205	1205	34021	
1207	1207	171762	
1208	1208	97048	
1209	1209	9697	
1213	1213	45602	
1215	1215	62481	
1217	1217	105399	
1219	1219	68677	
1223	1223	89414	
1224	1224	174722	
1226	1226	165950	
1228	1228	26396	
1232	1232	140104	
1235	1235	126002	
1238	1238	41741	
1242	1242	196873	
1243	1243	19324	
1247	1247	136553	
1252	1252	129804	
1254	1254	35666	
1256	1256	35917	
1259	1259	72227	
1260	1260	49258	
1261	1261	68850	
1262	1262	169043	
1267	1267	156835	
1269	1269	120423	
1270	1270	141455	
1271	1271	133667	
1274	1274	173929	
1275	1275	56316	
1278	1278	84173	
1280	1280	90007	
1282	1282	74428	
1285	1285	142548	
1286	1286	47165	
1287	1287	179198	
1288	1288	14927	
1291	1291	107004	
1292	1292	111419	
1293	1293	193267	
1294	1294	195559	
1301	1301	63725	
1304	1304	27317	
1306	1306	141259	
1307	1307	139782	
1308	1308	71466	
1311	1311	32984	
1312	1312	90914	
1313	1313	149859	
1314	1314	16210	
1315	1315	193958	
1318	1318	70502	
1319	1319	141200	
1320	1320	147157	
1322	1322	145089	
1324	1324	27683	
1326	1326	92704	
1327	1327	27129	
1328	1328	199871	
1333	1333	51483	
1334	1334	196345	
1335	1335	163279	
1336	1336	19573	
1337	1337	91927	
1338	1338	11190	
1340	1340	127858	
1343	1343	69217	
1344	1344	83033	
1346	1346	343	
1350	1350	7384	
1351	1351	140482	
1353	1353	103656	
1354	1354	181599	
1357	1357	133867	
1359	1359	107679	
1363	1363	79162	
1365	1365	11118	
1366	1366	131374	
1367	1367	27322	
1369	1369	164350	
1370	1370	46903	
1371	1371	81708	
1372	1372	97641	
1373	1373	122621	
1374	1374	51087	
1377	1377	165103	
1378	1378	165062	
1379	1379	87299	
1380	1380	142586	
1382	1382	32687	
1383	1383	116996	
1386	1386	165719	
1389	1389	165156	
1390	1390	98511	
1392	1392	147590	
1395	1395	166126	
1397	1397	131349	
1399	1399	126791	
1401	1401	77815	
1402	1402	47278	
1403	1403	110001	
1408	1408	10261	
1409	1409	181137	
1412	1412	84944	
1414	1414	9344	
1416	1416	117497	
1417	1417	54225	
1418	1418	145460	
1420	1420	31608	
1422	1422	174385	
1425	1425	137856	
1427	1427	25224	
1428	1428	160264	
1429	1429	61726	
1430	1430	155176	
1434	1434	83221	
1436	1436	23047	
1438	1438	121572	
