EMPLOYEES.eid  CERTIFIED.eid  CERTIFIED.aid  
98271	98271	31474	
104024	104024	63176	
118241	118241	180400	
18305	18305	41021	
195204	195204	13551	
69167	69167	95988	
179269	179269	32293	
10738	10738	166203	
29254	29254	160450	
46576	46576	112548	
130159	130159	58363	
57505	57505	74243	
134292	134292	73852	
71028	71028	36475	
115254	115254	162976	
2097	2097	125153	
53768	53768	174852	
192518	192518	113406	
28038	28038	125422	
119079	119079	108192	
113286	113286	194230	
84832	84832	86892	
70713	70713	175255	
118617	118617	167479	
140631	140631	70809	
171904	171904	179533	
146986	146986	142524	
101655	101655	48977	
183840	183840	155188	
126018	126018	15229	
97447	97447	93917	
20673	20673	22715	
162984	162984	94673	
172369	172369	151921	
39415	39415	181141	
178783	178783	51629	
94685	94685	60572	
53086	53086	14960	
63319	63319	62254	
33875	33875	53239	
185690	185690	58994	
155226	155226	68472	
183583	183583	153119	
9323	9323	182998	
102520	102520	132118	
142215	142215	43397	
91825	91825	140119	
137639	137639	97114	
172516	172516	50011	
66507	66507	115601	
17962	17962	64622	
153810	153810	181749	
137803	137803	62348	
19527	19527	188238	
116384	116384	141184	
98903	98903	100685	
149174	149174	45726	
80617	80617	91703	
10781	10781	171122	
155043	155043	10508	
133286	133286	176909	
81334	81334	168236	
90847	90847	72916	
30522	30522	81175	
108241	108241	135441	
94879	94879	198864	
51041	51041	146814	
9004	9004	23734	
149110	149110	164603	
178142	178142	12389	
198023	198023	186389	
190187	190187	60170	
172854	172854	62139	
189570	189570	199893	
87122	87122	41103	
59891	59891	40496	
42834	42834	103589	
131637	131637	178169	
165108	165108	29331	
36470	36470	173302	
22714	22714	103651	
11284	11284	119728	
144233	144233	182980	
99086	99086	51681	
127821	127821	87805	
155761	155761	8690	
20822	20822	174439	
14076	14076	17381	
180819	180819	17552	
20668	20668	39594	
42436	42436	52127	
103630	103630	162670	
196004	196004	81456	
15877	15877	77555	
112334	112334	155747	
16606	16606	97333	
7833	7833	117941	
9767	9767	169725	
95942	95942	54381	
38449	38449	166857	
145437	145437	51232	
16830	16830	41446	
108047	108047	31127	
141489	141489	55075	
77670	77670	2541	
176880	176880	48494	
146287	146287	6437	
693	693	103849	
146486	146486	140485	
168080	168080	41700	
37971	37971	33936	
198625	198625	143755	
65591	65591	116406	
180178	180178	26392	
112853	112853	117106	
70671	70671	34102	
119176	119176	169320	
137419	137419	107992	
37105	37105	197822	
43781	43781	28166	
54351	54351	181780	
91507	91507	13188	
79023	79023	161912	
9775	9775	178419	
191096	191096	161428	
120248	120248	123695	
76563	76563	66661	
102788	102788	88909	
80220	80220	155005	
156938	156938	125139	
173044	173044	109603	
55689	55689	124359	
197379	197379	24998	
14618	14618	67037	
23957	23957	70198	
61812	61812	19723	
68762	68762	153345	
176832	176832	37676	
13472	13472	155847	
185119	185119	155649	
42065	42065	45930	
190700	190700	24082	
35677	35677	141156	
109943	109943	11781	
34563	34563	178647	
15464	15464	72663	
151835	151835	22287	
86996	86996	60178	
45659	45659	38515	
79048	79048	121843	
5352	5352	142929	
175434	175434	79669	
161301	161301	156274	
96592	96592	115915	
12814	12814	53836	
120207	120207	88777	
13214	13214	95539	
90667	90667	42551	
100587	100587	502	
132646	132646	115584	
37298	37298	77038	
111155	111155	198787	
126626	126626	145140	
35119	35119	96870	
76692	76692	153799	
10215	10215	80810	
77356	77356	193906	
42131	42131	31709	
80537	80537	191645	
24868	24868	79929	
93779	93779	107900	
186937	186937	110111	
76236	76236	31512	
104485	104485	93969	
163497	163497	180089	
108969	108969	51917	
31834	31834	117660	
33405	33405	14120	
110745	110745	164149	
91873	91873	99804	
26774	26774	91942	
26366	26366	153611	
12823	12823	90136	
164014	164014	44681	
35976	35976	143902	
157648	157648	190785	
138310	138310	74647	
110359	110359	112516	
176788	176788	147138	
22581	22581	81483	
77643	77643	19669	
182958	182958	175022	
127313	127313	99261	
139657	139657	72221	
74924	74924	68904	
195027	195027	43880	
99166	99166	154607	
31437	31437	160727	
56070	56070	21511	
167747	167747	19358	
79029	79029	56733	
121457	121457	39399	
106988	106988	53287	
38856	38856	143045	
145938	145938	1825	
141620	141620	142457	
138496	138496	191578	
137762	137762	24482	
193683	193683	61721	
175250	175250	128713	
147529	147529	197208	
135648	135648	164613	
96588	96588	140800	
182690	182690	91888	
117591	117591	170858	
125677	125677	182770	
10705	10705	44968	
164830	164830	52514	
197674	197674	176157	
66345	66345	64189	
152801	152801	69542	
66777	66777	140779	
150984	150984	11538	
190423	190423	175274	
125223	125223	94899	
125026	125026	44565	
184761	184761	196694	
110755	110755	73505	
142127	142127	147182	
148754	148754	138832	
67908	67908	39192	
165427	165427	101368	
193544	193544	14262	
163959	163959	29430	
166816	166816	116868	
153944	153944	139610	
72746	72746	140894	
71049	71049	43955	
47492	47492	97813	
145893	145893	130619	
138484	138484	62708	
89732	89732	144684	
97409	97409	164199	
82242	82242	178316	
14293	14293	32543	
165282	165282	101633	
87755	87755	13096	
75533	75533	113514	
57194	57194	161757	
45165	45165	111756	
115726	115726	134046	
175078	175078	21482	
197385	197385	181981	
6643	6643	27794	
63281	63281	107036	
91150	91150	136173	
130286	130286	76443	
39162	39162	23263	
132474	132474	184494	
124396	124396	181144	
96066	96066	109725	
47058	47058	186770	
181128	181128	125713	
78177	78177	137388	
103850	103850	10624	
124082	124082	75142	
162539	162539	53713	
120964	120964	100374	
132674	132674	169315	
184677	184677	181071	
14321	14321	11738	
120891	120891	192229	
105723	105723	12800	
39813	39813	11939	
54046	54046	55556	
183307	183307	86445	
189371	189371	16706	
196075	196075	143511	
76766	76766	97674	
37773	37773	67105	
154240	154240	177192	
131848	131848	2399	
166192	166192	11235	
64445	64445	108384	
116354	116354	148601	
49744	49744	31121	
123869	123869	161136	
173702	173702	195329	
55092	55092	99318	
119435	119435	83577	
23260	23260	55335	
1560	1560	159639	
58611	58611	42402	
59978	59978	141635	
104146	104146	19976	
63447	63447	88302	
8661	8661	3377	
75033	75033	188601	
143548	143548	112207	
189096	189096	124497	
183053	183053	71633	
175295	175295	151177	
39755	39755	30417	
27439	27439	58420	
62443	62443	28640	
21313	21313	182475	
117439	117439	58155	
7594	7594	197719	
132966	132966	154190	
151875	151875	167182	
181635	181635	196877	
69683	69683	68086	
134195	134195	36255	
59077	59077	66812	
137565	137565	102030	
80705	80705	26241	
100748	100748	67063	
69402	69402	52310	
176978	176978	70456	
141677	141677	22978	
53890	53890	112626	
27511	27511	147518	
3983	3983	165393	
167232	167232	163080	
74748	74748	135576	
103821	103821	154226	
18183	18183	146565	
131567	131567	50007	
44988	44988	116722	
116361	116361	169113	
19841	19841	127544	
80952	80952	82780	
171482	171482	165298	
110303	110303	101866	
18728	18728	148887	
71636	71636	70679	
27612	27612	51054	
43436	43436	42592	
135433	135433	103851	
10312	10312	159011	
55970	55970	172522	
199594	199594	130476	
168256	168256	19548	
66308	66308	27038	
93717	93717	81867	
144350	144350	182084	
188755	188755	30833	
91079	91079	88990	
152339	152339	60623	
2705	2705	147789	
52891	52891	50276	
148934	148934	8943	
90672	90672	113247	
152090	152090	49108	
1373	1373	122621	
35804	35804	24124	
69529	69529	129718	
43177	43177	136536	
171720	171720	123827	
157727	157727	123506	
9735	9735	163942	
199062	199062	134553	
62248	62248	57630	
147951	147951	14792	
27169	27169	168340	
104308	104308	59287	
183599	183599	136663	
83228	83228	118056	
26179	26179	34341	
105678	105678	10842	
23282	23282	145449	
93737	93737	141112	
2476	2476	187246	
127115	127115	103038	
17681	17681	122343	
141228	141228	139803	
21472	21472	181597	
75170	75170	31117	
97240	97240	188139	
19190	19190	156884	
100192	100192	165476	
37947	37947	190773	
198410	198410	60920	
177770	177770	131982	
163696	163696	83822	
68639	68639	165259	
179137	179137	172814	
61691	61691	34208	
117239	117239	76555	
15095	15095	134274	
95341	95341	173479	
135721	135721	110279	
73644	73644	182635	
32790	32790	26791	
122120	122120	35794	
172021	172021	97946	
176792	176792	99807	
193307	193307	70052	
125688	125688	48766	
34274	34274	186091	
130800	130800	124952	
39080	39080	117913	
76309	76309	75801	
91836	91836	40282	
104053	104053	56854	
95144	95144	28803	
133896	133896	66494	
156512	156512	136388	
63449	63449	64168	
10612	10612	117136	
112751	112751	148946	
182762	182762	109184	
93088	93088	19450	
48857	48857	198075	
153519	153519	199551	
195795	195795	21976	
14239	14239	122670	
153833	153833	153385	
69874	69874	175064	
191524	191524	6166	
96301	96301	180197	
48902	48902	1935	
5484	5484	108807	
74832	74832	140083	
71841	71841	183222	
56011	56011	37137	
131258	131258	19736	
49973	49973	76326	
3899	3899	3108	
55839	55839	136533	
94657	94657	142058	
58004	58004	162937	
71897	71897	127970	
90014	90014	37197	
122813	122813	130889	
170113	170113	7406	
87776	87776	63678	
167718	167718	82905	
160433	160433	179085	
40281	40281	113064	
111248	111248	98487	
48828	48828	124891	
198331	198331	50765	
33704	33704	15456	
132311	132311	152813	
12569	12569	34727	
128999	128999	181854	
68621	68621	143906	
76410	76410	66479	
185441	185441	117602	
26283	26283	3158	
25314	25314	94144	
38527	38527	191845	
158090	158090	61844	
168242	168242	86318	
117923	117923	31024	
30202	30202	145615	
86628	86628	145600	
136934	136934	84211	
39660	39660	18896	
163825	163825	149133	
8602	8602	107921	
54785	54785	67651	
6060	6060	172467	
43892	43892	40467	
139064	139064	59045	
150392	150392	195929	
38369	38369	19673	
80884	80884	7812	
148289	148289	38624	
83532	83532	126463	
68700	68700	106051	
188163	188163	9058	
31737	31737	17843	
145573	145573	95457	
39853	39853	41038	
194843	194843	143145	
187843	187843	138774	
153103	153103	52928	
5586	5586	94095	
37126	37126	151397	
137826	137826	155809	
77085	77085	147691	
12066	12066	5638	
193101	193101	27584	
28078	28078	179740	
36953	36953	55730	
59565	59565	192423	
35446	35446	127914	
159068	159068	153243	
115484	115484	94445	
164846	164846	53561	
135399	135399	199784	
138358	138358	177070	
34482	34482	148942	
110410	110410	13307	
82359	82359	158869	
152942	152942	131546	
69583	69583	173316	
122368	122368	194261	
67467	67467	165541	
57284	57284	151221	
154256	154256	115644	
4563	4563	161611	
124668	124668	81513	
131612	131612	165053	
120742	120742	167736	
132051	132051	81228	
139359	139359	51758	
160919	160919	46801	
62384	62384	199548	
130360	130360	122059	
99370	99370	16386	
99728	99728	59092	
22146	22146	115340	
143599	143599	183024	
181310	181310	135546	
74442	74442	116537	
106165	106165	106125	
125257	125257	13899	
99407	99407	9974	
179185	179185	102215	
1728	1728	118607	
152465	152465	66446	
51980	51980	82545	
81364	81364	136416	
162541	162541	148513	
128871	128871	143197	
81959	81959	184867	
46701	46701	141789	
47485	47485	48030	
32872	32872	186656	
128052	128052	79545	
153301	153301	146299	
102771	102771	75509	
146936	146936	56493	
132417	132417	74402	
16002	16002	66341	
178918	178918	22054	
99069	99069	156210	
117527	117527	99558	
102034	102034	18761	
81631	81631	190350	
70447	70447	26179	
7179	7179	19080	
144369	144369	122223	
46768	46768	153456	
66245	66245	7439	
30218	30218	8228	
92395	92395	197581	
171797	171797	49518	
70166	70166	3677	
27525	27525	133502	
47109	47109	162901	
74110	74110	181456	
56770	56770	44997	
171353	171353	119827	
88867	88867	179786	
37537	37537	143728	
196792	196792	116883	
165948	165948	77270	
165514	165514	155608	
57243	57243	77761	
4406	4406	194597	
6846	6846	114938	
26538	26538	45024	
21467	21467	83666	
193260	193260	175623	
178317	178317	10362	
122294	122294	102768	
24948	24948	116813	
197259	197259	29081	
170117	170117	151005	
158218	158218	44908	
82099	82099	820	
158618	158618	162590	
157716	157716	115032	
48165	48165	30734	
99493	99493	60769	
146620	146620	19329	
15942	15942	158769	
45808	45808	67704	
12903	12903	120301	
192489	192489	74218	
195393	195393	185943	
58975	58975	52710	
100528	100528	199116	
171439	171439	25917	
38874	38874	160011	
47454	47454	17772	
145293	145293	189885	
178878	178878	158506	
68634	68634	20441	
78635	78635	67616	
38311	38311	151603	
199863	199863	174511	
60020	60020	198514	
63425	63425	154519	
86498	86498	127741	
98943	98943	64031	
198496	198496	81091	
61216	61216	61073	
161187	161187	172800	
24084	24084	144169	
3649	3649	94548	
3453	3453	123895	
95826	95826	120816	
179320	179320	66502	
33530	33530	10767	
65441	65441	140836	
70817	70817	185478	
128164	128164	84188	
26042	26042	89140	
10040	10040	180240	
149974	149974	128273	
135049	135049	106557	
81785	81785	99892	
60193	60193	128651	
191919	191919	190236	
28213	28213	8890	
180979	180979	138571	
110822	110822	172331	
171396	171396	32822	
197483	197483	116933	
55820	55820	166691	
93342	93342	197876	
56076	56076	87986	
3658	3658	35609	
