EMPLOYEES.eid  CERTIFIED.eid  CERTIFIED.aid  SCHEDULE.aid  
1	1	75240	75240	
1	1	75240	75240	
8	8	165264	165264	
9	9	117194	117194	
10	10	23831	23831	
34	34	45259	45259	
39	39	29567	29567	
40	40	152532	152532	
46	46	118634	118634	
50	50	104345	104345	
50	50	104345	104345	
51	51	155723	155723	
55	55	131383	131383	
55	55	131383	131383	
64	64	78569	78569	
65	65	102177	102177	
68	68	195514	195514	
74	74	142640	142640	
75	75	63843	63843	
87	87	183166	183166	
90	90	188220	188220	
91	91	162202	162202	
92	92	197844	197844	
97	97	100956	100956	
98	98	66444	66444	
103	103	181766	181766	
104	104	115599	115599	
106	106	78516	78516	
111	111	193427	193427	
121	121	31627	31627	
122	122	35681	35681	
125	125	177605	177605	
147	147	175171	175171	
147	147	175171	175171	
150	150	80495	80495	
154	154	176625	176625	
157	157	124609	124609	
161	161	86473	86473	
161	161	86473	86473	
162	162	104020	104020	
165	165	1617	1617	
165	165	1617	1617	
165	165	1617	1617	
167	167	115739	115739	
169	169	92121	92121	
172	172	135811	135811	
174	174	57534	57534	
176	176	14782	14782	
176	176	14782	14782	
180	180	83907	83907	
180	180	83907	83907	
202	202	68429	68429	
211	211	70190	70190	
213	213	166223	166223	
215	215	55791	55791	
217	217	108552	108552	
221	221	29301	29301	
221	221	29301	29301	
223	223	52197	52197	
229	229	121280	121280	
245	245	100174	100174	
253	253	156284	156284	
257	257	197176	197176	
257	257	197176	197176	
262	262	78659	78659	
262	262	78659	78659	
266	266	620	620	
267	267	33120	33120	
268	268	69910	69910	
277	277	96054	96054	
279	279	108964	108964	
286	286	73172	73172	
295	295	170108	170108	
297	297	106058	106058	
302	302	73749	73749	
308	308	95657	95657	
309	309	97861	97861	
309	309	97861	97861	
313	313	75207	75207	
321	321	128210	128210	
326	326	44158	44158	
329	329	180949	180949	
331	331	172670	172670	
338	338	133464	133464	
338	338	133464	133464	
341	341	186587	186587	
343	343	98484	98484	
343	343	98484	98484	
346	346	188416	188416	
347	347	172186	172186	
348	348	144187	144187	
352	352	94956	94956	
357	357	109087	109087	
357	357	109087	109087	
365	365	108905	108905	
371	371	18762	18762	
372	372	12080	12080	
373	373	7578	7578	
374	374	16275	16275	
376	376	185710	185710	
380	380	160382	160382	
380	380	160382	160382	
384	384	68924	68924	
389	389	149799	149799	
400	400	191575	191575	
400	400	191575	191575	
400	400	191575	191575	
400	400	191575	191575	
418	418	171462	171462	
421	421	44353	44353	
446	446	101823	101823	
455	455	191014	191014	
460	460	27526	27526	
464	464	59491	59491	
473	473	189259	189259	
478	478	57218	57218	
482	482	85554	85554	
482	482	85554	85554	
483	483	102164	102164	
487	487	137643	137643	
489	489	180587	180587	
495	495	111542	111542	
501	501	124587	124587	
504	504	91732	91732	
511	511	118294	118294	
515	515	119717	119717	
518	518	153392	153392	
519	519	7905	7905	
525	525	7972	7972	
525	525	7972	7972	
527	527	134301	134301	
529	529	20431	20431	
530	530	151452	151452	
532	532	165579	165579	
535	535	193371	193371	
538	538	74223	74223	
548	548	174060	174060	
550	550	40661	40661	
556	556	88241	88241	
557	557	36798	36798	
557	557	36798	36798	
557	557	36798	36798	
561	561	69794	69794	
562	562	108124	108124	
562	562	108124	108124	
564	564	132177	132177	
564	564	132177	132177	
566	566	108943	108943	
568	568	159404	159404	
570	570	142057	142057	
573	573	105270	105270	
573	573	105270	105270	
574	574	144575	144575	
579	579	65109	65109	
582	582	52053	52053	
585	585	32952	32952	
586	586	261	261	
587	587	129658	129658	
587	587	129658	129658	
589	589	185978	185978	
589	589	185978	185978	
591	591	66745	66745	
598	598	16730	16730	
598	598	16730	16730	
601	601	25490	25490	
614	614	115495	115495	
615	615	116205	116205	
622	622	159370	159370	
622	622	159370	159370	
622	622	159370	159370	
622	622	159370	159370	
622	622	159370	159370	
623	623	120951	120951	
627	627	2722	2722	
627	627	2722	2722	
629	629	151294	151294	
636	636	102012	102012	
638	638	187155	187155	
641	641	119427	119427	
650	650	51322	51322	
662	662	26134	26134	
662	662	26134	26134	
662	662	26134	26134	
668	668	58279	58279	
669	669	184696	184696	
670	670	172205	172205	
672	672	105151	105151	
674	674	21574	21574	
675	675	48229	48229	
676	676	192249	192249	
676	676	192249	192249	
676	676	192249	192249	
678	678	124990	124990	
678	678	124990	124990	
679	679	95348	95348	
679	679	95348	95348	
680	680	87129	87129	
684	684	158263	158263	
684	684	158263	158263	
688	688	90717	90717	
698	698	103530	103530	
700	700	147705	147705	
703	703	143680	143680	
703	703	143680	143680	
709	709	7362	7362	
713	713	150731	150731	
715	715	155617	155617	
724	724	99376	99376	
737	737	87621	87621	
740	740	84128	84128	
750	750	71621	71621	
759	759	179834	179834	
759	759	179834	179834	
775	775	84687	84687	
778	778	85594	85594	
786	786	174816	174816	
790	790	94081	94081	
801	801	142891	142891	
813	813	157700	157700	
824	824	183069	183069	
831	831	177811	177811	
833	833	30266	30266	
833	833	30266	30266	
834	834	183929	183929	
837	837	128670	128670	
861	861	61916	61916	
868	868	193424	193424	
872	872	130902	130902	
885	885	191411	191411	
886	886	79448	79448	
889	889	191695	191695	
889	889	191695	191695	
893	893	76828	76828	
898	898	143024	143024	
900	900	37296	37296	
901	901	124884	124884	
904	904	145785	145785	
906	906	66156	66156	
927	927	9911	9911	
933	933	56749	56749	
935	935	62898	62898	
935	935	62898	62898	
936	936	181232	181232	
937	937	67261	67261	
938	938	45749	45749	
944	944	72920	72920	
957	957	172434	172434	
957	957	172434	172434	
958	958	199328	199328	
962	962	197233	197233	
972	972	43750	43750	
990	990	114560	114560	
992	992	174131	174131	
995	995	159380	159380	
997	997	1596	1596	
1007	1007	161473	161473	
1009	1009	115681	115681	
1010	1010	103587	103587	
1017	1017	53864	53864	
1033	1033	25439	25439	
1053	1053	95405	95405	
1054	1054	195477	195477	
1055	1055	170492	170492	
1055	1055	170492	170492	
1057	1057	126129	126129	
1076	1076	85591	85591	
1089	1089	134136	134136	
1089	1089	134136	134136	
1089	1089	134136	134136	
1092	1092	19521	19521	
1092	1092	19521	19521	
1096	1096	189343	189343	
1128	1128	1562	1562	
1130	1130	184498	184498	
1135	1135	164842	164842	
1135	1135	164842	164842	
1141	1141	82850	82850	
1141	1141	82850	82850	
1145	1145	185438	185438	
1150	1150	190712	190712	
1152	1152	119570	119570	
1157	1157	92677	92677	
1160	1160	105969	105969	
1160	1160	105969	105969	
1161	1161	134693	134693	
1163	1163	73921	73921	
1174	1174	107629	107629	
1176	1176	1368	1368	
1177	1177	112812	112812	
1177	1177	112812	112812	
1186	1186	163241	163241	
1192	1192	187503	187503	
1193	1193	69993	69993	
1198	1198	56774	56774	
1204	1204	136772	136772	
1208	1208	7928	7928	
1215	1215	58829	58829	
1219	1219	6812	6812	
1224	1224	32314	32314	
1235	1235	26190	26190	
1238	1238	133956	133956	
1256	1256	183965	183965	
1259	1259	127878	127878	
1267	1267	82160	82160	
1267	1267	82160	82160	
1267	1267	82160	82160	
1270	1270	73512	73512	
1270	1270	73512	73512	
1275	1275	138685	138685	
1285	1285	74815	74815	
1306	1306	149036	149036	
1311	1311	68343	68343	
1319	1319	123612	123612	
1326	1326	127793	127793	
1326	1326	127793	127793	
1328	1328	16889	16889	
1338	1338	51249	51249	
1370	1370	15135	15135	
1371	1371	52184	52184	
1377	1377	81189	81189	
1378	1378	120942	120942	
1378	1378	120942	120942	
1380	1380	28128	28128	
1382	1382	56120	56120	
1390	1390	137928	137928	
1395	1395	86053	86053	
1401	1401	195903	195903	
1403	1403	23441	23441	
1403	1403	23441	23441	
