EMPLOYEES.eid  CERTIFIED.aid  
86996	60178	
6285	123489	
49712	33987	
95041	179413	
154165	155596	
39655	143210	
102064	151912	
97226	41096	
63074	185757	
53690	35740	
59473	8522	
177422	113563	
79798	83243	
169798	131121	
110571	52200	
58888	73966	
77721	40218	
178630	165670	
103744	13145	
66379	160879	
175550	19682	
165643	34694	
178678	104854	
99901	79629	
19218	190230	
55975	103262	
34009	36388	
13735	14095	
187415	96747	
40774	166046	
7888	189474	
145871	7392	
127234	112359	
38993	67047	
91531	147556	
50528	37707	
63971	38306	
99329	11101	
9009	101896	
41594	122150	
98899	23711	
482	170614	
71256	147931	
46797	89128	
89797	78484	
122075	46260	
149628	99278	
145413	169337	
47420	57586	
65881	88838	
29401	94549	
39151	16937	
191006	21615	
11299	193045	
101099	104427	
131097	21351	
174314	124905	
159087	128186	
157136	98605	
110375	66442	
159690	37466	
30942	36617	
163336	40544	
154797	184137	
101658	106526	
123688	26866	
172433	29559	
38047	3721	
170622	35574	
37651	129359	
19401	100617	
187564	75190	
78397	154185	
75024	46145	
24115	61989	
184075	101150	
145935	27812	
68077	152896	
155334	126953	
124140	143121	
24026	152203	
175017	82841	
36999	33607	
21445	38781	
142157	52885	
165175	20332	
114997	161713	
130715	150229	
161219	5454	
1383	116996	
173817	173412	
155488	107022	
12588	184804	
126704	146539	
131885	41392	
128336	87529	
53158	451	
120521	149908	
61601	61298	
101662	55177	
17302	100719	
82753	111628	
67786	169107	
141905	188573	
101439	149138	
4507	120802	
190873	27115	
192649	13977	
89321	111058	
5384	43717	
17594	199446	
143879	126492	
14394	158804	
61354	87519	
78892	169230	
141731	64623	
122836	61339	
86916	137140	
127549	129638	
5746	135339	
29930	69500	
173806	41852	
21937	15847	
117630	74326	
160010	89096	
19474	5086	
133101	10023	
70216	81399	
79405	6616	
126817	136139	
165413	139595	
25629	142211	
50537	94830	
47263	192388	
123268	12389	
151969	58580	
552	71110	
132308	189951	
31331	143027	
191490	39770	
50553	58190	
123466	128949	
4505	17957	
72619	156631	
155846	2196	
191158	165402	
7970	161038	
103041	187650	
125970	146567	
87631	72510	
147197	8781	
88679	23309	
193568	423	
112193	169499	
105406	146023	
51585	123277	
129085	38862	
197012	36130	
43391	11010	
121415	113709	
79500	164975	
62738	100391	
122653	108770	
191451	108782	
178416	63294	
83464	5392	
198577	114581	
130315	134657	
45758	164371	
199509	92027	
137763	155786	
94475	3680	
28983	154132	
79220	174730	
103958	166374	
116209	163484	
52986	141343	
58230	103347	
162847	108381	
14635	124284	
39131	127871	
60712	68240	
41992	170102	
184498	68717	
121336	75409	
130594	131662	
68849	87256	
118532	99289	
69508	22478	
134999	83196	
29339	183318	
113260	190703	
64134	72809	
132811	11382	
164659	53771	
112111	49396	
143031	80124	
64416	47903	
191951	6396	
37122	131312	
13831	91237	
11671	71043	
134378	29150	
85131	102472	
15229	65041	
78458	27517	
68026	38705	
29939	24990	
27713	35782	
171813	119956	
5580	131655	
4359	150554	
37175	147345	
173263	196032	
146992	142955	
126913	20566	
78337	32670	
742	152015	
102496	67507	
157993	167617	
26208	133742	
68677	91325	
114845	62475	
107114	190062	
78440	188543	
194258	65808	
50840	115066	
151591	71517	
64185	195012	
199879	82017	
1604	131792	
143254	199264	
3187	176391	
33279	70431	
186256	82920	
157311	89840	
132406	117897	
114181	70464	
168342	131168	
184342	89923	
52623	113936	
86385	93039	
19206	42214	
58334	141249	
128318	2057	
114448	67089	
9726	128210	
87094	100158	
75578	3082	
71985	106703	
66433	116739	
57033	47874	
153426	152949	
149167	108604	
100567	28847	
94206	47662	
77907	19057	
43452	17142	
197078	64046	
155004	183428	
26680	176758	
99103	166066	
151579	38552	
9694	155044	
154202	86689	
102008	165507	
46817	13068	
52110	196978	
38532	179857	
129327	66020	
42663	174254	
180337	75473	
13142	182646	
153602	114045	
28771	3760	
141118	136693	
44207	42188	
56569	199497	
129950	58508	
38339	59582	
181262	134816	
53256	90027	
168634	58342	
52404	24518	
163169	124362	
153688	116444	
56251	86464	
147087	65438	
140689	70998	
18129	197791	
81810	68481	
22836	95365	
151604	153192	
36931	140173	
72060	43141	
196035	166819	
190828	5385	
68150	191414	
60949	157987	
51922	5334	
3662	73278	
184849	103060	
133490	22784	
42371	75765	
44468	149904	
59795	15144	
114495	97811	
134632	9657	
123463	195172	
174780	15184	
166539	56702	
47616	17641	
124605	102463	
35377	167039	
93527	54373	
174900	46962	
86786	43683	
161923	145873	
173341	20661	
154445	125003	
66533	160236	
177135	177417	
45069	55418	
107480	137030	
172492	118134	
64525	171489	
155656	3224	
806	7717	
82587	147712	
131760	143505	
123143	176577	
107594	108954	
181935	77225	
52724	125977	
82197	151178	
165895	174517	
52045	37718	
104887	34516	
141876	98111	
173596	109452	
47169	22459	
160017	179046	
128352	133205	
41905	19459	
60205	121311	
8935	73281	
165354	138780	
195352	68679	
105191	32100	
125085	19452	
24098	195786	
195204	13551	
142215	43397	
112334	155747	
156938	125139	
79048	121843	
90672	113247	
128999	181854	
132051	81228	
64795	5670	
127922	72374	
193383	6464	
163423	191883	
63557	33422	
71748	72112	
129975	59865	
44784	137067	
112500	25020	
48261	16014	
153381	24419	
127344	67260	
58798	44155	
85315	15371	
192953	51141	
67161	42593	
157684	97451	
64299	99982	
51890	79963	
64199	65169	
152776	95094	
36157	49441	
46914	64890	
26778	24567	
13185	179224	
121651	163004	
83545	173883	
185361	124549	
137118	101408	
41296	37000	
101919	174549	
94643	30216	
185698	15974	
82323	145696	
175483	171440	
147422	10192	
30593	52433	
58413	73690	
117404	67835	
132802	199602	
46560	148485	
19850	125054	
7702	78642	
108988	89647	
162755	26482	
146773	12915	
50109	38596	
154120	109532	
140914	113332	
63962	48972	
77634	99652	
14132	53125	
92036	127909	
185123	18073	
14018	67094	
24511	132422	
52685	187706	
194927	82756	
119109	159065	
193869	198480	
156474	42482	
55772	108591	
108768	45277	
199396	55377	
2396	90096	
163592	131157	
179844	140070	
131562	183731	
161512	169281	
39511	136900	
163871	152827	
93848	149560	
157291	173000	
53498	83622	
162109	191448	
16188	49537	
97134	117692	
130704	90114	
179094	158811	
161682	137496	
180165	151746	
195218	149701	
85252	183977	
150047	54153	
90360	199206	
42247	150515	
47973	108043	
11381	33149	
100627	130075	
118858	60747	
84697	7979	
30471	109079	
142129	188749	
54965	169720	
65839	110394	
113132	196030	
2659	25794	
118015	84480	
32937	113024	
86539	99853	
137869	119192	
49549	189630	
100108	42867	
75324	132278	
63730	59359	
21616	154394	
105564	143859	
165129	82377	
167925	115513	
139647	84585	
80531	109733	
13456	46022	
10183	57011	
122460	20056	
167968	154193	
107537	170465	
98309	74236	
36985	5090	
139279	110938	
173753	172187	
30273	26818	
10342	118980	
179292	121921	
126397	196975	
149855	768	
104530	54516	
197862	111165	
1691	30550	
152788	33762	
38370	180825	
9740	67173	
2907	16810	
185911	72678	
174114	141264	
100691	70447	
72964	34875	
23939	48418	
1451	163540	
26305	153700	
160552	76778	
70131	139556	
56905	163655	
45119	147891	
86918	2530	
2931	1203	
50174	144498	
37905	147052	
72065	168939	
120749	146363	
75566	195791	
182432	97947	
8707	75349	
88030	110731	
29765	76243	
118664	71288	
186998	40458	
196248	41750	
46646	178055	
83232	105872	
188519	64189	
143284	111893	
146746	84895	
197934	19056	
34919	15468	
90399	118804	
156033	156654	
81687	196310	
177031	11082	
178288	191718	
170707	28942	
38253	197962	
135591	161401	
32791	16049	
165088	12631	
83131	52050	
40772	123762	
170062	65330	
195933	38808	
81709	45053	
119471	7629	
75025	81302	
152250	186407	
148019	155662	
18324	95944	
158594	16634	
123666	95333	
52184	36355	
137843	178443	
140952	182649	
20181	23737	
93496	120406	
198511	13374	
27079	5948	
28442	17142	
103619	128294	
107301	114046	
56501	182329	
44693	8144	
67549	115426	
112312	198674	
80208	56888	
135124	181710	
12935	111754	
197872	52140	
87764	3296	
16070	164461	
42934	78624	
172509	18579	
6447	20308	
86432	101871	
149346	104605	
99249	80042	
169587	197157	
109543	119749	
190110	11117	
55753	30624	
109033	16404	
187697	6403	
195713	42968	
33606	142522	
98782	141317	
49775	129728	
45368	25984	
121008	58117	
1092	149166	
145703	145489	
159472	15604	
143271	36330	
53389	157152	
166474	164482	
101631	128518	
158946	117848	
46332	15625	
77349	52275	
92223	101389	
163600	38770	
157464	137446	
168735	163436	
74626	94640	
141341	96106	
136810	196883	
188769	131700	
159796	35146	
176177	18379	
54160	119984	
73555	107448	
44633	66856	
119126	137696	
83789	49743	
51210	91410	
199248	113016	
152835	68111	
47934	193991	
79316	172968	
127094	50542	
32653	44204	
60325	195501	
152530	174424	
183463	12553	
179214	90174	
123689	79907	
61151	9304	
122423	171699	
149976	3766	
54929	147299	
106955	83267	
172840	67682	
177615	117564	
34943	104106	
58389	184133	
57213	68320	
55459	2580	
68064	56803	
101761	34091	
50772	188423	
129870	18119	
175401	8829	
38921	6256	
83993	186220	
74599	110347	
100796	123599	
80021	28446	
18130	27111	
90275	170344	
100404	198563	
36067	92718	
109445	25712	
108772	170976	
69642	155953	
110278	68212	
87413	843	
83846	78112	
37339	53553	
157761	101535	
21327	266	
90450	111560	
31467	30531	
124217	87505	
64304	50041	
196198	15980	
129163	40749	
146004	46301	
91082	151634	
105541	161750	
36161	50883	
150656	81749	
12382	119389	
17383	75235	
42148	151324	
188128	3408	
147316	96299	
14949	10935	
122590	52684	
11916	107252	
19970	36011	
180473	7798	
195988	130723	
65382	56916	
158348	46730	
123530	124587	
109265	156139	
80333	113475	
61790	184045	
142788	151679	
13392	127258	
26092	38231	
16543	61883	
137774	99496	
133990	1652	
51899	13255	
87513	53885	
71619	68687	
82199	197179	
43315	130821	
57953	145336	
75248	85911	
32451	30363	
7967	43842	
8588	113195	
114021	4024	
170590	11298	
7512	161357	
26056	114100	
37971	33936	
90667	42551	
157648	190785	
186583	13482	
52751	7044	
31029	142569	
57711	160639	
163609	177054	
108673	189240	
6385	57128	
152797	150387	
28754	86542	
178524	34158	
100059	168614	
66285	123423	
179098	127166	
157701	195312	
175479	70267	
197237	77962	
127128	19011	
150100	196608	
133108	17917	
108998	93658	
63043	153269	
64992	133041	
193179	173740	
97944	132533	
72768	162314	
113220	37673	
21247	64485	
2452	147847	
96683	78384	
137447	131111	
91313	19940	
95474	6453	
74220	79527	
54462	178139	
4378	71593	
178746	29165	
171361	71651	
152496	94892	
110332	136282	
53581	130572	
144768	137866	
11049	115121	
126269	190108	
16790	21440	
122022	188240	
167384	16838	
169014	78288	
140042	109137	
132442	60934	
66502	2169	
174898	39249	
155462	88762	
126165	181406	
96038	82689	
144788	40393	
167863	17326	
53568	24413	
64186	111128	
5253	152582	
143040	58288	
93233	173669	
55344	8258	
68660	19094	
74461	132771	
199337	55012	
104032	122990	
180426	131308	
20843	153157	
112122	148222	
115529	116595	
43424	188005	
47200	75594	
157785	162910	
133650	167193	
7034	86625	
82516	95332	
15226	138746	
47527	175092	
166093	170152	
118914	40304	
181061	194045	
69141	38852	
99267	108087	
34632	68285	
189921	85543	
160179	182305	
158395	102947	
187035	9944	
28460	74742	
148504	103849	
157772	126531	
152372	87079	
153993	57363	
54429	179646	
167992	45454	
192754	156973	
131104	42332	
58575	120789	
187714	128556	
37331	140242	
7498	18952	
124588	192965	
35261	102892	
58462	41006	
89665	170384	
75671	192293	
197330	98489	
170305	227	
92500	94866	
22666	57329	
47074	193600	
38301	77859	
19513	136048	
151396	104293	
27653	158833	
131133	125835	
27474	123466	
21336	51943	
25596	57803	
78968	87717	
128307	148653	
171770	20828	
111111	129368	
126171	94984	
170436	66125	
191242	197329	
117187	1830	
161061	150747	
171064	168144	
135556	78394	
86896	10657	
154979	138503	
179862	22633	
88015	158958	
7039	31461	
115579	64724	
53548	14516	
198226	44549	
199946	57365	
93472	136071	
182070	184260	
57903	27952	
176181	92668	
141722	96370	
102641	66572	
48774	150327	
21014	43523	
56815	68103	
38161	158863	
144871	196592	
63357	80325	
14113	105076	
122680	93784	
105395	179704	
67058	62856	
26727	167308	
119387	79787	
168379	92848	
74519	157105	
94193	70165	
76880	132263	
162777	104720	
129989	104393	
42899	56863	
84431	66710	
62992	63047	
166648	195148	
120641	99227	
48191	171027	
81020	19670	
59267	106199	
18836	190017	
134545	122718	
146501	37080	
165661	157017	
38373	115505	
133323	82276	
117287	165925	
138623	14698	
185134	8882	
35022	70164	
28504	113429	
28780	76244	
9960	83869	
180827	152554	
18832	61860	
19672	178611	
150309	187575	
117291	121854	
4765	156007	
16787	100430	
103534	180619	
177421	182163	
31985	149292	
27820	42462	
113738	123660	
59943	24478	
198885	135973	
84068	112304	
90181	47895	
126066	42700	
189993	34959	
35059	153910	
174416	40151	
132174	39601	
34163	170900	
163105	16230	
115335	127757	
152658	78062	
189355	5439	
161335	42875	
67850	86271	
130727	45292	
63772	191332	
171916	125268	
130128	182246	
57221	16342	
27964	20307	
54535	128831	
134017	159491	
37931	128105	
65062	30638	
64324	9106	
109393	154412	
48035	169583	
20770	65288	
58559	123208	
157963	82305	
77769	159158	
181918	179494	
173065	105773	
192892	122619	
167687	34038	
138111	63171	
116478	159189	
51180	184761	
7447	22635	
150314	123964	
111102	160328	
187629	117134	
38215	88584	
82888	137108	
62451	147054	
89646	32222	
17253	276	
189061	30689	
100024	11720	
31172	2873	
133662	165174	
104473	28833	
39859	5950	
175611	170568	
43661	101463	
34993	147999	
78545	25430	
21299	162998	
148697	71336	
92472	104619	
85194	172238	
188042	92438	
87424	89311	
8345	159108	
84351	9838	
175059	61001	
92412	86145	
159239	186576	
163278	85277	
170085	9499	
123799	72854	
34267	152163	
98751	143537	
148813	47563	
161170	93866	
146276	3070	
135304	41059	
145530	40325	
120741	18312	
49257	91022	
164573	4779	
55157	185812	
169102	118598	
187405	85436	
110158	184263	
177931	149377	
155652	104074	
110699	119426	
17822	158968	
181438	99312	
155776	1759	
191994	127814	
104285	93751	
161763	66972	
64215	10808	
106508	123589	
100634	105813	
196358	150546	
195954	184520	
90395	113519	
25249	59067	
185386	106271	
166066	106856	
131869	91655	
59223	6900	
196255	80394	
185937	103736	
18863	66004	
175005	105341	
16948	79733	
130939	10651	
67390	110635	
181155	52332	
118549	83140	
18050	38702	
118751	104795	
176569	87918	
132086	103193	
22034	114781	
75812	26063	
57058	142597	
17377	128470	
135115	77433	
165523	57815	
30561	186932	
49729	79915	
154183	71451	
198170	1243	
159922	191613	
47384	80275	
109520	89171	
187499	8231	
173222	156423	
181626	186145	
137285	137142	
175099	198891	
65	68410	
59555	163245	
109983	194418	
153296	139647	
16741	13309	
21328	140783	
144885	187189	
7549	108562	
199114	57224	
32006	97798	
134811	132401	
167225	169053	
36321	37640	
133386	110906	
23957	70198	
76766	97674	
131848	2399	
37126	151397	
63425	154519	
16574	124242	
106323	12284	
137699	39312	
54726	47219	
54028	3740	
167826	145052	
91258	166173	
23719	106235	
46831	182965	
89425	189328	
45307	85974	
66254	191030	
39623	24433	
167874	57746	
27848	145079	
71152	10655	
31353	105073	
12418	12417	
112755	68904	
91390	56527	
180757	93560	
81535	192360	
123733	119249	
98788	70723	
133818	177597	
90491	115327	
147178	98756	
148236	164718	
72852	92781	
54215	9700	
172408	25732	
466	21958	
5251	102472	
179640	43644	
166213	23388	
77343	154521	
72589	136547	
73131	24933	
48063	17269	
150014	160372	
163006	133511	
33955	25094	
114449	5811	
22159	151208	
79649	40413	
114120	28299	
34302	39598	
107618	66773	
80549	15355	
96901	2138	
39703	121574	
72430	196259	
168019	186852	
138993	123391	
155032	24060	
105551	40527	
20497	122420	
8188	7679	
108884	116347	
94450	166281	
92629	185447	
100838	71440	
114087	161472	
12029	27333	
30241	87823	
81273	47495	
110199	28781	
153022	92599	
104717	186276	
85129	17641	
147602	34462	
87732	97611	
58872	134966	
23953	120519	
55466	192962	
79190	136052	
172638	164151	
107412	124388	
65901	160657	
90400	12453	
175457	45316	
55581	157814	
19187	198234	
84315	86197	
21418	41370	
188612	55523	
198531	126337	
158922	120523	
89345	91518	
115668	114097	
